Country,v2x_gender,female,Q33P,Q31P
Mexico,0.882,1,5,4
Mexico,0.882,2,3,1
Mexico,0.882,2,2,2
Mexico,0.882,1,4,3
Mexico,0.882,1,3,3
Mexico,0.882,2,2,4
Mexico,0.882,1,2,1
Mexico,0.882,2,4,3
Mexico,0.882,2,4,3
Mexico,0.882,1,2,2
Mexico,0.882,2,3,2
Mexico,0.882,2,4,3
Mexico,0.882,2,2,3
Mexico,0.882,1,2,1
Mexico,0.882,1,1,2
Mexico,0.882,1,4,3
Mexico,0.882,1,3,1
Mexico,0.882,2,4,3
Mexico,0.882,1,3,3
Mexico,0.882,1,1,2
Mexico,0.882,1,4,3
Mexico,0.882,1,3,3
Mexico,0.882,2,2,2
Mexico,0.882,2,2,1
Mexico,0.882,2,2,1
Mexico,0.882,1,3,2
Mexico,0.882,1,2,1
Mexico,0.882,2,4,3
Mexico,0.882,2,3,2
Mexico,0.882,2,1,2
Mexico,0.882,2,3,4
Mexico,0.882,2,1,3
Mexico,0.882,1,3,2
Mexico,0.882,2,2,1
Mexico,0.882,2,4,3
Mexico,0.882,1,4,3
Mexico,0.882,2,3,2
Mexico,0.882,1,4,3
Mexico,0.882,2,2,1
Mexico,0.882,2,2,2
Mexico,0.882,2,4,4
Mexico,0.882,2,3,1
Mexico,0.882,2,2,2
Mexico,0.882,2,4,1
Mexico,0.882,1,1,1
Mexico,0.882,2,2,1
Mexico,0.882,1,5,3
Mexico,0.882,2,5,4
Mexico,0.882,2,4,3
Mexico,0.882,2,4,NA
Mexico,0.882,1,3,2
Mexico,0.882,2,2,1
Mexico,0.882,2,2,1
Mexico,0.882,2,4,3
Mexico,0.882,2,3,2
Mexico,0.882,2,3,2
Mexico,0.882,2,2,1
Mexico,0.882,1,2,1
Mexico,0.882,2,2,1
Mexico,0.882,1,2,1
Mexico,0.882,1,2,1
Mexico,0.882,2,2,1
Mexico,0.882,1,2,1
Mexico,0.882,1,4,2
Mexico,0.882,2,4,3
Mexico,0.882,1,4,3
Mexico,0.882,1,3,3
Mexico,0.882,2,2,1
Mexico,0.882,1,3,2
Mexico,0.882,1,5,3
Mexico,0.882,2,2,2
Mexico,0.882,1,4,2
Mexico,0.882,2,2,1
Mexico,0.882,1,2,3
Mexico,0.882,1,4,3
Mexico,0.882,1,2,2
Mexico,0.882,1,2,2
Mexico,0.882,1,4,3
Mexico,0.882,2,1,1
Mexico,0.882,1,2,2
Mexico,0.882,2,2,1
Mexico,0.882,1,4,2
Mexico,0.882,2,3,1
Mexico,0.882,1,2,2
Mexico,0.882,1,2,3
Mexico,0.882,2,4,1
Mexico,0.882,2,2,1
Mexico,0.882,2,3,1
Mexico,0.882,2,2,2
Mexico,0.882,2,2,1
Mexico,0.882,1,3,2
Mexico,0.882,1,5,4
Mexico,0.882,1,1,2
Mexico,0.882,1,2,1
Mexico,0.882,1,2,1
Mexico,0.882,2,2,1
Mexico,0.882,1,2,1
Mexico,0.882,1,1,1
Mexico,0.882,2,2,1
Mexico,0.882,1,2,1
Mexico,0.882,2,2,1
Mexico,0.882,2,2,1
Mexico,0.882,2,3,2
Mexico,0.882,1,2,1
Mexico,0.882,2,3,1
Mexico,0.882,1,4,2
Mexico,0.882,2,2,2
Mexico,0.882,2,3,2
Mexico,0.882,1,4,1
Mexico,0.882,2,1,3
Mexico,0.882,2,2,2
Mexico,0.882,2,2,2
Mexico,0.882,1,4,2
Mexico,0.882,1,1,2
Mexico,0.882,2,5,2
Mexico,0.882,1,3,2
Mexico,0.882,1,3,2
Mexico,0.882,1,4,3
Mexico,0.882,2,5,3
Mexico,0.882,1,3,2
Mexico,0.882,2,3,2
Mexico,0.882,2,4,2
Mexico,0.882,1,4,3
Mexico,0.882,1,3,2
Mexico,0.882,1,2,2
Mexico,0.882,1,3,2
Mexico,0.882,2,5,1
Mexico,0.882,2,3,2
Mexico,0.882,2,2,2
Mexico,0.882,2,2,1
Mexico,0.882,1,3,3
Mexico,0.882,2,2,2
Mexico,0.882,1,2,1
Mexico,0.882,1,3,3
Mexico,0.882,1,3,2
Mexico,0.882,1,5,4
Mexico,0.882,2,2,1
Mexico,0.882,1,3,2
Mexico,0.882,2,5,1
Mexico,0.882,1,5,4
Mexico,0.882,2,1,1
Mexico,0.882,2,5,1
Mexico,0.882,1,2,2
Mexico,0.882,2,5,3
Mexico,0.882,2,2,1
Mexico,0.882,1,4,3
Mexico,0.882,1,4,2
Mexico,0.882,2,4,2
Mexico,0.882,1,2,1
Mexico,0.882,1,4,3
Mexico,0.882,2,4,3
Mexico,0.882,1,2,2
Mexico,0.882,2,2,1
Mexico,0.882,2,1,2
Mexico,0.882,1,3,2
Mexico,0.882,1,2,1
Mexico,0.882,1,2,2
Mexico,0.882,2,4,4
Mexico,0.882,1,1,2
Mexico,0.882,1,3,2
Mexico,0.882,2,2,2
Mexico,0.882,1,2,3
Mexico,0.882,2,1,1
Mexico,0.882,1,1,1
Mexico,0.882,1,1,2
Mexico,0.882,1,2,2
Mexico,0.882,1,3,2
Mexico,0.882,1,5,3
Mexico,0.882,2,2,1
Mexico,0.882,2,4,3
Mexico,0.882,2,3,2
Mexico,0.882,2,2,2
Mexico,0.882,1,4,2
Mexico,0.882,1,4,2
Mexico,0.882,1,4,2
Mexico,0.882,1,4,2
Mexico,0.882,2,2,1
Mexico,0.882,2,3,3
Mexico,0.882,1,3,3
Mexico,0.882,1,3,1
Mexico,0.882,1,2,1
Mexico,0.882,1,3,2
Mexico,0.882,2,2,2
Mexico,0.882,1,3,2
Mexico,0.882,2,4,3
Mexico,0.882,1,3,1
Mexico,0.882,2,2,2
Mexico,0.882,2,2,2
Mexico,0.882,2,4,4
Mexico,0.882,1,3,2
Mexico,0.882,2,5,4
Mexico,0.882,2,3,2
Mexico,0.882,2,3,2
Mexico,0.882,2,3,2
Mexico,0.882,2,4,2
Mexico,0.882,2,3,2
Mexico,0.882,2,3,3
Mexico,0.882,2,3,2
Mexico,0.882,2,3,4
Mexico,0.882,2,2,1
Mexico,0.882,1,3,3
Mexico,0.882,1,3,2
Mexico,0.882,2,2,2
Mexico,0.882,2,3,2
Mexico,0.882,2,4,3
Mexico,0.882,2,4,4
Mexico,0.882,2,1,1
Mexico,0.882,1,5,2
Mexico,0.882,2,4,3
Mexico,0.882,1,3,2
Mexico,0.882,2,2,2
Mexico,0.882,2,2,2
Mexico,0.882,1,2,2
Mexico,0.882,2,3,2
Mexico,0.882,1,3,3
Mexico,0.882,2,4,3
Mexico,0.882,2,2,2
Mexico,0.882,2,1,1
Mexico,0.882,1,3,2
Mexico,0.882,1,2,4
Mexico,0.882,2,2,4
Mexico,0.882,2,4,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,1,1
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,1
Myanmar,0.655,1,4,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,1,1
Myanmar,0.655,2,4,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,2,4
Myanmar,0.655,1,4,2
Myanmar,0.655,2,4,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,3,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,3
Myanmar,0.655,1,1,1
Myanmar,0.655,2,5,3
Myanmar,0.655,1,1,3
Myanmar,0.655,2,4,1
Myanmar,0.655,1,4,2
Myanmar,0.655,2,4,1
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,2
Myanmar,0.655,1,4,1
Myanmar,0.655,2,4,3
Myanmar,0.655,1,4,3
Myanmar,0.655,2,2,3
Myanmar,0.655,1,1,3
Myanmar,0.655,2,1,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,1
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,1
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,1
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,2
Myanmar,0.655,1,5,3
Myanmar,0.655,2,4,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,3,3
Myanmar,0.655,2,2,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,2
Myanmar,0.655,1,3,4
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,2
Myanmar,0.655,2,2,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,2,2
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,4,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,2,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,1,1
Myanmar,0.655,1,4,3
Myanmar,0.655,2,4,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,1,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,2
Myanmar,0.655,1,5,1
Myanmar,0.655,2,4,2
Myanmar,0.655,1,5,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,2,1
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,2
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,3,1
Myanmar,0.655,2,4,1
Myanmar,0.655,1,2,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,2,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,2,2
Myanmar,0.655,1,3,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,2,2
Myanmar,0.655,1,3,1
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,3,2
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,2,3
Myanmar,0.655,1,4,3
Myanmar,0.655,2,4,3
Myanmar,0.655,1,2,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,3,3
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,2
Myanmar,0.655,2,4,3
Myanmar,0.655,1,4,3
Myanmar,0.655,2,4,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,2,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,2
Myanmar,0.655,1,4,2
Myanmar,0.655,2,1,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,2,1
Myanmar,0.655,1,5,3
Myanmar,0.655,2,3,3
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,2
Myanmar,0.655,2,1,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,1
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,2
Myanmar,0.655,1,2,3
Myanmar,0.655,2,5,2
Myanmar,0.655,1,5,2
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,2
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,1
Myanmar,0.655,2,4,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,4,3
Myanmar,0.655,1,1,1
Myanmar,0.655,2,3,2
Myanmar,0.655,1,2,4
Myanmar,0.655,2,5,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,2,2
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,2,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,3
Myanmar,0.655,2,4,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,4
Myanmar,0.655,2,4,4
Myanmar,0.655,1,5,2
Myanmar,0.655,2,5,2
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,2
Myanmar,0.655,2,4,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,1,1
Myanmar,0.655,2,4,2
Myanmar,0.655,1,5,1
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,3
Myanmar,0.655,2,2,4
Myanmar,0.655,1,4,1
Myanmar,0.655,2,4,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,4,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,4,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,2,4
Myanmar,0.655,1,4,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,2,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,4,2
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,2
Myanmar,0.655,2,2,3
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,2
Myanmar,0.655,1,2,2
Myanmar,0.655,2,5,3
Myanmar,0.655,1,2,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,1,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,3,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,4,4
Myanmar,0.655,2,1,3
Myanmar,0.655,1,5,1
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,1
Myanmar,0.655,2,2,3
Myanmar,0.655,1,5,1
Myanmar,0.655,2,4,2
Myanmar,0.655,1,2,2
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,2,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,2
Myanmar,0.655,2,1,1
Myanmar,0.655,1,2,2
Myanmar,0.655,2,5,1
Myanmar,0.655,1,4,2
Myanmar,0.655,2,5,3
Myanmar,0.655,1,4,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,1
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,1,2
Myanmar,0.655,1,5,1
Myanmar,0.655,2,5,4
Myanmar,0.655,1,2,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,1,1
Myanmar,0.655,2,1,2
Myanmar,0.655,1,4,3
Myanmar,0.655,2,2,2
Myanmar,0.655,1,4,2
Myanmar,0.655,2,2,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,2,2
Myanmar,0.655,2,5,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,3
Myanmar,0.655,1,2,2
Myanmar,0.655,2,4,2
Myanmar,0.655,1,4,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,1
Myanmar,0.655,2,4,1
Myanmar,0.655,1,5,1
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,1
Myanmar,0.655,2,5,2
Myanmar,0.655,1,2,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,2
Myanmar,0.655,2,5,3
Myanmar,0.655,1,2,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,2
Myanmar,0.655,1,4,2
Myanmar,0.655,2,5,2
Myanmar,0.655,1,5,3
Myanmar,0.655,2,4,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,2,2
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,3,2
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,2,3
Myanmar,0.655,1,1,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,2
Myanmar,0.655,1,4,2
Myanmar,0.655,2,2,2
Myanmar,0.655,1,4,3
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,2,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,3,3
Myanmar,0.655,2,3,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,2,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,2,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,2,2
Myanmar,0.655,1,2,2
Myanmar,0.655,2,2,3
Myanmar,0.655,1,4,3
Myanmar,0.655,2,3,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,1,1
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,3,3
Myanmar,0.655,2,4,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,3
Myanmar,0.655,1,4,3
Myanmar,0.655,2,4,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,1
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,3,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,1
Myanmar,0.655,1,5,1
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,1
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,1,4
Myanmar,0.655,1,4,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,1,1
Myanmar,0.655,1,2,2
Myanmar,0.655,2,5,2
Myanmar,0.655,1,5,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,4,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,2
Myanmar,0.655,2,4,3
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,2
Myanmar,0.655,1,4,2
Myanmar,0.655,2,4,4
Myanmar,0.655,1,4,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,2,2
Myanmar,0.655,2,4,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,4
Myanmar,0.655,2,4,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,4,2
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,1
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,2
Myanmar,0.655,2,3,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,2
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,4
Myanmar,0.655,2,4,3
Myanmar,0.655,1,3,2
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,2
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,2
Myanmar,0.655,2,3,3
Myanmar,0.655,1,4,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,3,3
Myanmar,0.655,2,4,3
Myanmar,0.655,1,2,3
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,2,2
Myanmar,0.655,1,4,3
Myanmar,0.655,2,3,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,4,2
Myanmar,0.655,2,3,2
Myanmar,0.655,1,2,4
Myanmar,0.655,2,4,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,3,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,2
Myanmar,0.655,1,5,1
Myanmar,0.655,2,5,3
Myanmar,0.655,1,4,3
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,2,2
Myanmar,0.655,2,1,1
Myanmar,0.655,1,4,4
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,3,3
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,3
Myanmar,0.655,1,4,2
Myanmar,0.655,2,4,2
Myanmar,0.655,1,4,2
Myanmar,0.655,2,4,3
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,4
Myanmar,0.655,2,5,2
Myanmar,0.655,1,5,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,2
Myanmar,0.655,2,5,1
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,3,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,4
Myanmar,0.655,2,2,2
Myanmar,0.655,1,4,4
Myanmar,0.655,2,1,1
Myanmar,0.655,1,4,3
Myanmar,0.655,2,1,3
Myanmar,0.655,1,4,2
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,1
Myanmar,0.655,2,1,1
Myanmar,0.655,1,4,2
Myanmar,0.655,2,3,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,2,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,3,3
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,1
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,2
Myanmar,0.655,1,4,3
Myanmar,0.655,2,4,4
Myanmar,0.655,1,5,1
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,1,3
Myanmar,0.655,1,4,4
Myanmar,0.655,2,4,1
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,4
Myanmar,0.655,2,5,2
Myanmar,0.655,1,4,2
Myanmar,0.655,2,4,2
Myanmar,0.655,1,1,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,1,3
Myanmar,0.655,2,5,3
Myanmar,0.655,1,2,4
Myanmar,0.655,2,1,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,2
Myanmar,0.655,1,2,2
Myanmar,0.655,2,4,4
Myanmar,0.655,1,1,2
Myanmar,0.655,2,5,1
Myanmar,0.655,1,5,3
Myanmar,0.655,2,4,2
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,4,2
Myanmar,0.655,1,5,1
Myanmar,0.655,2,4,3
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,4
Myanmar,0.655,1,2,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,4,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,4
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,3
Myanmar,0.655,2,5,4
Myanmar,0.655,1,5,2
Myanmar,0.655,2,5,4
Myanmar,0.655,1,2,2
Myanmar,0.655,2,5,3
Myanmar,0.655,1,5,3
